0,1,2,3,4,5,6,7,8,9
,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Obični grab - 13,Obični grab - 13,Obični grab - 13,Obična bukva - 20,Obična bukva - 20,Obična bukva - 20
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,,,,11,,,2,,
4-17.5,3,1,,14,,,2,,
5-22.5,3,,,9,,,3,,
6-27.5,,,,3,,,1,,
7-32.5,1,,,,,,,,
8-37.5,4,,,,,,,,
