0,1,2,3,4,5,6,7,8,9
,Obični grab - 13,Obični grab - 13,Obični grab - 13,Pitomi kesten - 15,Pitomi kesten - 15,Pitomi kesten - 15,Crni jasen - 23,Crni jasen - 23,Crni jasen - 23
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,4,,,3,6,,1,,
4-17.5,6,,,5,4,1,,,
5-22.5,,,,10,1,,1,,
6-27.5,,,,2,3,,,,
7-32.5,,,,2,,,,,
8-37.5,,,,1,,1,,,
