0,1,2,3,4,5,6,7,8,9,10,11,12
,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Crni jasen - 23,Crni jasen - 23,Crni jasen - 23,Crni grab - 29,Crni grab - 29,Crni grab - 29,Malolisna lipa - 68,Malolisna lipa - 68,Malolisna lipa - 68
,živa,S,L,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,
2-7.5,,,,,,,,,,,,
3-12.5,4,,,2,,,4,,,2,,
4-17.5,4,,,,,,2,,,2,,
5-22.5,3,,,,,,1,,,,,
6-27.5,2,,,,,,,,,,,
