0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,Crni jasen - 23,Crni jasen - 23,Crni jasen - 23,Obična bukva - 20,Obična bukva - 20,Obična bukva - 20,Obična mukinja - 63,Obična mukinja - 63,Obična mukinja - 63,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Crni grab - 29,Crni grab - 29,Crni grab - 29
,živa,S,L,živa,S,L,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,,,,
2-7.5,,,,,,,,,,,,,,,
3-12.5,2,,,4,,,1,,,1,,,1,,
4-17.5,,,,1,,,,,,2,,,1,,
5-22.5,,,,,,,,,,,,,1,,
