0,1,2,3,4,5,6,7,8,9,10,11,12
,Divlja trešnja - 36,Divlja trešnja - 36,Divlja trešnja - 36,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Crni jasen - 23,Crni jasen - 23,Crni jasen - 23,Obični grab - 13,Obični grab - 13,Obični grab - 13
,živa,S,L,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,
2-7.5,,,,,,,,,,,,
3-12.5,,,,2,1,,3,,,1,,
4-17.5,3,,,2,,,1,,,,,
5-22.5,1,,,6,,,,,,,,
6-27.5,,,,2,,,,,,,,
7-32.5,,,,2,,,,,,,,
