0,1,2,3,4,5,6
,Obična bukva - 20,Obična bukva - 20,Obična bukva - 20,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,,,,,,
4-17.5,2,,,,,2
5-22.5,6,,,,,
6-27.5,7,,,,,
7-32.5,3,,,1,,
8-37.5,5,,,,,
9-42.5,,,,,,
10-47.5,4,,,,,
