0,1,2,3,4,5,6
,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Obični grab - 13,Obični grab - 13,Obični grab - 13
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,9,,,1,,
4-17.5,11,1,,1,,
5-22.5,16,1,,,,
6-27.5,5,,,,,
7-32.5,1,,,,,
