0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Obična bukva - 20,Obična bukva - 20,Obična bukva - 20,Obična mukinja - 63,Obična mukinja - 63,Obična mukinja - 63,Brekinja - 66,Brekinja - 66,Brekinja - 66,Divlja trešnja - 36,Divlja trešnja - 36,Divlja trešnja - 36,,Obični jasen - 22,Obični jasen - 22,Obični jasen - 22,Crni jasen - 23,Crni jasen - 23,Crni jasen - 23
,živa,S,L,živa,S,L,živa,S,L,živa,S,L,živa,S,L,,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,,,,,1-2.5,,,,,,
2-7.5,,,,,,,,,,,,,,,,2-7.5,,,,,,
3-12.5,,1,,5,1,,1,,,,,,,,,3-12.5,1,,,,,
4-17.5,1,,,7,,,1,,,1,,,1,,,4-17.5,,,,1,,
5-22.5,3,,,1,,,,,,,,,,,,5-22.5,,,,,,
6-27.5,5,,,1,,,,,,,,,,,,6-27.5,,,,,,
7-32.5,5,,,1,,,,,,,,,,,,7-32.5,,,,,,
