0,1,2,3,4,5,6
,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Divlja trešnja - 36,Divlja trešnja - 36,Divlja trešnja - 36
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,11,,,,,
4-17.5,8,1,,2,,
5-22.5,5,,,,,
6-27.5,3,,,,,
7-32.5,3,,,1,,
8-37.5,1,,,,,
