0,1,2,3,4,5,6
,Obični orah - 26,Obični orah - 26,Obični orah - 26,Pitomi kesten - 15,Pitomi kesten - 15,Pitomi kesten - 15
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,,,,,1,
4-17.5,,,,,,
5-22.5,,,,,,
6-27.5,1,,,,,
