0,1,2,3,4,5,6,7,8,9
,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Pitomi kesten - 15,Pitomi kesten - 15,Pitomi kesten - 15,Obična bukva - 20,Obična bukva - 20,Obična bukva - 20
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,,,,3,4,,2,,
4-17.5,2,,,2,5,,,,
5-22.5,1,,,7,1,,,,
6-27.5,2,,,3,2,,,,
7-32.5,2,,,,,,,,
8-37.5,2,,,2,,,,,
9-42.5,,,,2,,,,,
10-47.5,1,,,,,,,,
