0,1,2,3,4,5,6
,Pitomi kesten - 15,Pitomi kesten - 15,Pitomi kesten - 15,Obična bukva - 20,Obična bukva - 20,Obična bukva - 20
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,2,1,1,3,,
4-17.5,2,,,,,
5-22.5,1,,,1,,
6-27.5,2,,,,,
7-32.5,3,,,1,,
8-37.5,6,,,,,
9-42.5,2,,,,,
10-47.5,2,,,,,
11-52.5,,,,,,
12-57.5,,,,,,
13-62.5,,,,,,
14-67.5,2,,,,,
