0,1,2,3,4,5,6,7,8,9,10,11,12
,Obični grab - 13,Obični grab - 13,Obični grab - 13,Klen - 1,Klen - 1,Klen - 1,Pitomi kesten - 15,Pitomi kesten - 15,Pitomi kesten - 15,Crni jasen - 23,Crni jasen - 23,Crni jasen - 23
,živa,S,L,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,
2-7.5,,,,,,,,,,,,
3-12.5,9,,,4,,1,,,,,,
4-17.5,7,,,2,,2,3,1,,,,
5-22.5,5,,,2,,,1,,1,1,,
6-27.5,3,,,,,,1,,,,,
7-32.5,1,,,3,,,1,,,,,
8-37.5,,,,,,,1,,,,,
