0,1,2,3,4,5,6,7,8,9
,Obična bukva - 20,Obična bukva - 20,Obična bukva - 20,Obični grab - 13,Obični grab - 13,Obični grab - 13,Divlja trešnja - 36,Divlja trešnja - 36,Divlja trešnja - 36
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,3,,,,,,1,,
4-17.5,5,,,1,,,,,
5-22.5,2,,,,,,,,
6-27.5,5,,,1,,,,,
7-32.5,2,,,,,,,,
8-37.5,5,,,,,,,,
9-42.5,1,,,,,,,,
