0,1,2,3,4,5,6
,Crna joha - 7,Crna joha - 7,Crna joha - 7,Obični grab - 13,Obični grab - 13,Obični grab - 13
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,9,,,1,,
4-17.5,4,,,1,,
5-22.5,7,,,,,
6-27.5,4,,,,,
7-32.5,,,,,,
8-37.5,3,,,,,
9-42.5,1,,,,,
