0,1,2,3,4,5,6,7,8,9
,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Divlja trešnja - 36,Divlja trešnja - 36,Divlja trešnja - 36,Crni jasen - 23,Crni jasen - 23,Crni jasen - 23
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,50,5,,1,,,6,1,
4-17.5,30,,,,,,1,,
5-22.5,8,,,,,,1,,
