0,1,2,3,4,5,6,7,8,9
,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Gorski javor - 5,Gorski javor - 5,Gorski javor - 5,Klen - 1,Klen - 1,Klen - 1
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,9,,,1,,,2,,
4-17.5,11,,,1,,,3,,
5-22.5,3,,,,,,2,,
6-27.5,1,,,,,,,,
7-32.5,,,,1,,,,,
8-37.5,,,,,,,,,
9-42.5,,,,,,,,,
10-47.5,1,,,,,,,,
