0,1,2,3,4,5,6,7,8,9,10,11,12
,Gorski javor - 5,Gorski javor - 5,Gorski javor - 5,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Klen - 1,Klen - 1,Klen - 1,Gorski brijest - 70,Gorski brijest - 70,Gorski brijest - 70
,živa,S,L,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,
2-7.5,,,,,,,,,,,,
3-12.5,1,,,,1,,,,,1,,
4-17.5,3,,,,,,1,,,,,
5-22.5,,,3,1,,,,,,,,
6-27.5,2,,,,,,,,,,,
7-32.5,,,,2,,,,,,,,
8-37.5,,,,,,,,,,,,
9-42.5,1,,,3,,1,,,,,,
10-47.5,,,,2,,,,,,,,
