0,1,2,3,4,5,6,7,8,9
,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Crni grab - 29,Crni grab - 29,Crni grab - 29,Crni jasen - 23,Crni jasen - 23,Crni jasen - 23
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,11,,,4,,,2,,
4-17.5,12,,,1,,,,,
5-22.5,2,,,,,,,,
