0,1,2,3,4,5,6
,Obični grab - 13,Obični grab - 13,Obični grab - 13,Crna joha - 7,Crna joha - 7,Crna joha - 7
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,6,,,2,,
4-17.5,3,,,1,,
5-22.5,5,,,1,,
6-27.5,3,,,2,,
7-32.5,,,,,,
8-37.5,2,,,,,
