0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Obična jela - 100,Obična jela - 100,Obična jela - 100,Gorski javor - 5,Gorski javor - 5,Gorski javor - 5,Divlja trešnja - 36,Divlja trešnja - 36,Divlja trešnja - 36,Crni jasen - 23,Crni jasen - 23,Crni jasen - 23
,živa,S,L,živa,S,L,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,,,,
2-7.5,,,,,,,,,,,,,,,
3-12.5,8,1,,6,8,,1,,,2,,,1,,
4-17.5,7,,,3,3,,1,,,1,,,1,,
5-22.5,1,,,1,1,,1,,,,,,1,,
