0,1,2,3,4,5,6
,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Crni grab - 29,Crni grab - 29,Crni grab - 29
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,3,,,3,,
4-17.5,6,,,,,
5-22.5,1,,,,,
