0,1,2,3,4,5,6,7,8,9
,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Obični grab - 13,Obični grab - 13,Obični grab - 13,Klen - 1,Klen - 1,Klen - 1
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,10,5,,3,1,,1,,
4-17.5,14,1,,3,,,,,
5-22.5,14,,,,,,,,
6-27.5,7,,,,,,,,
7-32.5,1,,,,,,,,
8-37.5,,,,,,,,,
9-42.5,1,,,,,,,,
