0,1,2,3,4,5,6
,Ostala tvrda bjelogorica - OTB,Ostala tvrda bjelogorica - OTB,Ostala tvrda bjelogorica - OTB,Obični orah - 26,Obični orah - 26,Obični orah - 26
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,14,,,2,,
4-17.5,4,,,,,
5-22.5,,,,,,
6-27.5,,,,,1,
7-32.5,,,,,,
8-37.5,1,,,,,
