0,1,2,3,4,5,6,7,8,9,10,11,12
,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Klen - 1,Klen - 1,Klen - 1,Ostala tvrda bjelogorica - OTB,Ostala tvrda bjelogorica - OTB,Ostala tvrda bjelogorica - OTB
,živa,S,L,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,
2-7.5,,,,,,,,,,,,
3-12.5,2,,,1,,,5,,,4,2,
4-17.5,1,,,,,,2,,,2,,
5-22.5,3,,,,,,2,,,3,,
6-27.5,,,,,,,,,,1,,1
