0,1,2,3,4,5,6,7,8,9
,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Crni grab - 29,Crni grab - 29,Crni grab - 29,Brekinja - 66,Brekinja - 66,Brekinja - 66
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,3,2,,5,,,4,,
4-17.5,4,4,,8,,,,,
5-22.5,5,1,,2,,,,,
6-27.5,6,,,,,,,,
7-32.5,1,,,,,,,,
