0,1,2,3,4,5,6,7,8,9
,Crni jasen - 23,Crni jasen - 23,Crni jasen - 23,Klen - 1,Klen - 1,Klen - 1,Divlja trešnja - 36,Divlja trešnja - 36,Divlja trešnja - 36
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,1,,,1,,,1,,
4-17.5,,,,,,,3,,
