0,1,2,3,4,5,6
,Obični orah - 26,Obični orah - 26,Obični orah - 26,Crna joha - 7,Crna joha - 7,Crna joha - 7
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,,,,6,,
4-17.5,,,,4,,
5-22.5,,,,,,
6-27.5,,,,,,
7-32.5,,,,,,
8-37.5,1,,,,,
