0,1,2,3,4,5,6,7,8,9
,Obična bukva - 20,Obična bukva - 20,Obična bukva - 20,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Obična mukinja - 63,Obična mukinja - 63,Obična mukinja - 63
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,,,,1,,3,1,,
4-17.5,1,,,2,,,1,,
5-22.5,1,,,2,,1,,,
6-27.5,2,,,3,2,,,,
7-32.5,1,,,3,,,,,
8-37.5,3,,,1,,,,,
9-42.5,,,,2,,,,,
10-47.5,2,,,,,,,,
11-52.5,,,,2,,,,,
