0,1,2,3,4,5,6,7,8,9
,Crna joha - 7,Crna joha - 7,Crna joha - 7,Klen - 1,Klen - 1,Klen - 1,Vrba iva - 58,Vrba iva - 58,Vrba iva - 58
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,6,,,13,,,,,
4-17.5,8,,,4,,,,,
5-22.5,4,,,,,,,,
6-27.5,,,,,,,1,,
