0,1,2,3,4,5,6
,Obični orah - 26,Obični orah - 26,Obični orah - 26,Klen - 1,Klen - 1,Klen - 1
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,4,,,,,
4-17.5,,,1,,,
5-22.5,,,,,,
6-27.5,,,,1,,
7-32.5,,1,,,,
