0,1,2,3,4,5,6
,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Crni jasen - 23,Crni jasen - 23,Crni jasen - 23
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,10,,,2,,
4-17.5,6,,,,,
5-22.5,12,,,,,
6-27.5,2,,,,,
