0,1,2,3,4,5,6
,Obični grab - 13,Obični grab - 13,Obični grab - 13,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,,,,,,
4-17.5,1,,,6,,
5-22.5,1,,,12,,
6-27.5,,,,9,,
7-32.5,,,,6,,
8-37.5,,,,1,,
9-42.5,,,,1,,
