0,1,2,3,4,5,6
,Pitomi kesten - 15,Pitomi kesten - 15,Pitomi kesten - 15,Obični grab - 13,Obični grab - 13,Obični grab - 13
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,,,1,2,,
4-17.5,1,,,,,
5-22.5,,,,,,
6-27.5,2,,,,,
7-32.5,,,,,,
8-37.5,,1,,,,
9-42.5,1,,,,,
10-47.5,3,1,,,,
11-52.5,4,,,,,
12-57.5,,,,,,
13-62.5,1,,,,,
