0,1,2,3,4,5,6,7,8,9,10,11,12
,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Obična mukinja - 63,Obična mukinja - 63,Obična mukinja - 63,Obični orah - 26,Obični orah - 26,Obični orah - 26,Divlja trešnja - 36,Divlja trešnja - 36,Divlja trešnja - 36
,živa,S,L,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,
2-7.5,,,,,,,,,,,,
3-12.5,,,,2,,,2,,,1,,
4-17.5,,,1,1,,,2,,,3,,
5-22.5,1,,1,,,,,,,2,,
6-27.5,1,,1,,,,1,,,2,,
7-32.5,,,2,,,,,,,,,
8-37.5,1,,,,,,,,,,,
