0,1,2,3,4,5,6,7,8,9,10,11,12
,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Brekinja - 66,Brekinja - 66,Brekinja - 66,Crni grab - 29,Crni grab - 29,Crni grab - 29,Crni jasen - 23,Crni jasen - 23,Crni jasen - 23
,živa,S,L,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,
2-7.5,,,,,,,,,,,,
3-12.5,2,,,4,,,6,,,1,,
4-17.5,4,,,1,,,,,,,,
5-22.5,3,,,,,,,,,,,
6-27.5,3,,,,,,,,,,,
7-32.5,2,,,,,,,,,,,
8-37.5,,,,,,,,,,,,
9-42.5,1,,,,,,,,,,,
