0,1,2,3,4,5,6,7,8,9,10,11,12
,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Obični grab - 13,Obični grab - 13,Obični grab - 13,Pitomi kesten - 15,Pitomi kesten - 15,Pitomi kesten - 15,Klen - 1,Klen - 1,Klen - 1
,živa,S,L,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,
2-7.5,,,,,,,,,,,,
3-12.5,7,,,2,,,,,,,,
4-17.5,1,,,,,,,,,1,,
5-22.5,1,,,1,,,,,,1,,
6-27.5,,,,1,,,,,1,,,
