0,1,2,3,4,5,6
,Pitomi kesten - 15,Pitomi kesten - 15,Pitomi kesten - 15,Obični grab - 13,Obični grab - 13,Obični grab - 13
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,,,,1,,
4-17.5,1,1,,,,
5-22.5,3,,,,,
6-27.5,4,,,,,
7-32.5,1,,,,,
8-37.5,,,,,,
9-42.5,3,1,,,,
10-47.5,5,,,,,
11-52.5,,,,,,
12-57.5,,,,,,
13-62.5,,,,,,
14-67.5,,,,,,
15-72.5,,,,,,
16-77.5,,,,,,
17-82.5,1,,,,,
18-87.5,1,,,,,
