0,1,2,3,4,5,6,7,8,9
,Divlja trešnja - 36,Divlja trešnja - 36,Divlja trešnja - 36,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Crni grab - 29,Crni grab - 29,Crni grab - 29
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,1,1,,,,,,1,
4-17.5,,2,,,,,,,
5-22.5,,3,,,,,,,
6-27.5,,,,,,,,,
7-32.5,,,,,,,,,
8-37.5,,,,1,,,,,
