0,1,2,3,4,5,6
,Klen - 1,Klen - 1,Klen - 1,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,,,,2,,
4-17.5,,,,,,
5-22.5,,,,,,
6-27.5,1,,,,,
7-32.5,,,,,,
8-37.5,1,,,,,
