0,1,2,3,4,5,6
,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Obična bukva - 20,Obična bukva - 20,Obična bukva - 20
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,5,,,1,,
4-17.5,3,1,,,,
5-22.5,4,1,,,,
6-27.5,9,,,1,,
7-32.5,6,,,,,
8-37.5,4,,,,,
