0,1,2,3,4,5,6,7,8,9
,Obični grab - 13,Obični grab - 13,Obični grab - 13,Obična bukva - 20,Obična bukva - 20,Obična bukva - 20,Pitomi kesten - 15,Pitomi kesten - 15,Pitomi kesten - 15
,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,
2-7.5,,,,,,,,,
3-12.5,6,,,1,,,,,
4-17.5,7,,,,,,,,
5-22.5,4,,,,,,,,
6-27.5,1,,,,,,2,,
7-32.5,,,,,,,2,,
