0,1,2,3,4,5,6,7,8,9,10,11,12
,Pitomi kesten - 15,Pitomi kesten - 15,Pitomi kesten - 15,Obična bukva - 20,Obična bukva - 20,Obična bukva - 20,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Crni grab - 29,Crni grab - 29,Crni grab - 29
,živa,S,L,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,
2-7.5,,,,,,,,,,,,
3-12.5,5,2,,10,,,1,,,1,,
4-17.5,,,,4,,,3,,,,,
5-22.5,3,2,,2,,,4,,,,,
6-27.5,2,2,,2,,,2,,,,,
7-32.5,2,,,1,,,2,,,,,
8-37.5,1,,,,,,,,,,,
