0,1,2,3,4,5,6,7,8,9,10,11,12
,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Divlja trešnja - 36,Divlja trešnja - 36,Divlja trešnja - 36,Klen - 1,Klen - 1,Klen - 1,Obični grab - 13,Obični grab - 13,Obični grab - 13
,živa,S,L,živa,S,L,živa,S,L,živa,S,L
1-2.5,,,,,,,,,,,,
2-7.5,,,,,,,,,,,,
3-12.5,4,,,3,,,1,,,2,,
4-17.5,9,,,,,,2,,,1,,
5-22.5,5,,,,,,,,,1,,
6-27.5,4,,,,,,,,,,,
7-32.5,1,,,,,,,,,,,
8-37.5,,,,1,,,,,,,,
