0,1,2,3,4,5,6
,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,3,,,,,
4-17.5,1,,,1,,
5-22.5,1,,,,,
6-27.5,1,,,,,
