0,1,2,3,4,5,6
,Hrast kitnjak - 48,Hrast kitnjak - 48,Hrast kitnjak - 48,Obična bukva - 20,Obična bukva - 20,Obična bukva - 20
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,,,,,,
4-17.5,2,1,1,2,,
5-22.5,11,2,,,,
6-27.5,12,,,,,
7-32.5,5,,,,,
8-37.5,1,,,,,
9-42.5,1,,,,,
