0,1,2,3,4,5,6
,Obični bagrem - 56,Obični bagrem - 56,Obični bagrem - 56,Divlja trešnja - 36,Divlja trešnja - 36,Divlja trešnja - 36
,živa,S,L,živa,S,L
1-2.5,,,,,,
2-7.5,,,,,,
3-12.5,7,,,1,,
4-17.5,3,1,,,,
5-22.5,,,,,1,
6-27.5,,1,,,,
7-32.5,,,,1,1,
8-37.5,,,,,,
9-42.5,,,,1,,
